z_variable,size_variable,pi_mode,pi_size_strength,objective,iterations,colony_size,corr_y_z,corr_y_size,corr_y_pi,corr_y_over_pi_z_over_pi,Ppi_z_eff,Ppi_y_eff,Ppi_z_opt_eff,Ppi_y_z_order_eff,Ppi_y_opt_eff,Start_z_eff,Start_y_eff,Start_z_over_Ppi_z,Start_y_over_Ppi_y,Start_z_over_Ppi_z_opt,Start_y_over_Ppi_y_opt,ABC_z_eff,ABC_y_eff,Random_z_eff,Random_y_eff,evaluations_ABC,evaluations_Random,ABC_valid_percent,Random_valid_percent,ABC_z_over_Ppi_z,ABC_y_over_Ppi_y,ABC_z_over_Ppi_z_opt,ABC_y_over_Ppi_y_opt,Random_z_over_Ppi_z,Random_y_over_Ppi_y,Random_z_over_Ppi_z_opt,Random_y_over_Ppi_y_opt,both_ABC,both_Random
z_80,size_80,auxiliary,0.35,eff_z,200,20,0.7999999999999999,0.8000000000000004,0.7968202530366716,-0.5431588800339152,1.25358508189391,1.441047675886748,4.600513945894489,1.441047675886748,2.4502170675811374,1.2535858046019197,1.4410220601048294,1.000000576512931,0.9999822241953911,0.2724882087838518,0.588120162564785,2.1096125041155473,0.7149589119195191,1.2535858046019197,1.4410220601048294,17770,6020,99.71862689926843,99.96677740863787,1.6828634406915208,0.49613827764551194,0.45856018021598893,0.29179411137860084,1.000000576512931,0.9999822241953911,0.2724882087838518,0.588120162564785,False,False
z_80,size_90,auxiliary,0.35,eff_z,200,20,0.7999999999999999,0.9000000000000001,0.8655222606938383,-0.5857763447512758,1.50271331829187,2.684707741746442,5.779388626944257,2.684707741746442,4.881811253431586,1.5027133964664598,2.6847521765745226,1.0000000520222911,1.0000165510857624,0.2600125192240258,0.5499500159264293,2.8920572909102673,0.8497555981511421,1.5027133964664598,2.6847521765745226,17895,6020,99.96647108130763,99.95016611295681,1.9245569036399177,0.31651698430249375,0.5004088628729901,0.17406563958281282,1.0000000520222911,1.0000165510857624,0.2600125192240258,0.5499500159264293,False,False
z_90,size_00,auxiliary,0.35,eff_z,200,20,0.9,1.431161999086107e-17,2.3835928402128973e-16,0.9000000000000004,10.426075170042793,2.939418442772472,10.42607517361845,2.939418442772472,6.2376311056539215,10.42627205364841,2.9402403942319806,1.00001888377001,1.0002796306397035,1.00001888342705,0.47137131780154234,10.42627205364841,2.9402403942319806,10.42627205364841,2.9402403942319806,16745,6020,99.98208420424007,99.83388704318936,1.00001888377001,1.0002796306397035,1.00001888342705,0.47137131780154234,1.00001888377001,1.0002796306397035,1.00001888342705,0.47137131780154234,False,False
z_90,size_80,auxiliary,0.35,eff_z,200,20,0.9,0.8000000000000004,0.7968202530366716,-0.5170980066756964,1.2476092718611684,1.441047675886748,2.915913893022495,1.441047675886748,2.4502170675811374,1.247610495368479,1.4410220601048294,1.0000009806814827,0.9999822241953911,0.4278625985334795,0.588120162564785,1.8383530870806306,0.9970148465246842,1.247610495368479,1.4410220601048294,17470,6020,99.86834573554665,99.90033222591362,1.473500661259272,0.6918680507299465,0.6304552035914487,0.406908783599708,1.0000009806814827,0.9999822241953911,0.4278625985334795,0.588120162564785,False,False
z_90,size_90,auxiliary,0.35,eff_z,200,20,0.9,0.9000000000000001,0.8655222606938383,-0.5881511960136881,1.4203281398230647,2.684707741746442,3.019190686396836,2.684707741746442,4.881811253431586,1.4203279808638398,2.6847521765745226,0.9999998880827462,1.0000165510857624,0.47043334734146536,0.5499500159264293,2.110591492339721,0.9921863139687087,1.4203279808638398,2.6847521765745226,17395,6020,99.9195171026157,99.93355481727575,1.4859886480899018,0.36956958053217254,0.6990586920690803,0.20324143283320678,0.9999998880827462,1.0000165510857624,0.47043334734146536,0.5499500159264293,False,False
z_00,size_00,auxiliary,0.35,eff_z,250,20,-2.4830408006784862e-17,1.431161999086107e-17,2.3835928402128973e-16,-3.475577650980294e-17,12.940311930050942,1.008922640219851,12.940311923075058,1.008922640219851,6.2376311056539215,12.94062140831539,1.0090161430026268,1.0000239158272322,1.0000926758693367,1.0000239163663267,0.1617627150294337,12.94062140831539,1.0090161430026268,12.94062140831539,1.0090161430026268,20332,7520,99.98032657879205,99.84042553191489,1.0000239158272322,1.0000926758693367,1.0000239163663267,0.1617627150294337,1.0000239158272322,1.0000926758693367,1.0000239163663267,0.1617627150294337,False,False
z_00,size_80,auxiliary,0.35,eff_z,250,20,-2.4830408006784862e-17,0.8000000000000004,0.7968202530366716,0.10313052788399882,0.8311201502898055,1.441047675886748,4.957274197997176,1.441047675886748,2.4502170675811374,0.8311209346655268,1.4410220601048294,1.000000943757315,0.9999822241953911,0.167656841536285,0.588120162564785,1.4889216545495296,0.6460009710665693,0.9608758942342701,0.5182398644225423,23857,7520,99.93712537200821,99.93351063829788,1.7914637901997126,0.44828563403986815,0.30035087733316823,0.2636505065668748,1.156121523343189,0.35962714703636967,0.19383150010594138,0.21150773589792618,False,False
z_00,size_90,auxiliary,0.35,eff_z,250,20,-2.4830408006784862e-17,0.9000000000000001,0.8655222606938383,0.03316670100622662,0.8760830557736132,2.684707741746442,6.265601432632024,2.684707741746442,4.881811253431586,0.8760828810604523,2.6847521765745226,0.9999998005746604,1.0000165510857624,0.13982422764679936,0.5499500159264293,1.2850230250297032,0.5569239450654,0.9735315536053409,0.7566098424393607,24557,7520,99.89412387506617,99.96010638297872,1.466782192123304,0.20744304357803683,0.20509172804020778,0.11408141694825252,1.1112320312435184,0.2818220511209815,0.15537719149115817,0.15498547632449222,False,False
z_80,size_00,auxiliary,0.35,eff_z,250,20,0.7999999999999999,1.431161999086107e-17,2.3835928402128973e-16,0.8000000000000003,9.86810207126051,2.243800749919743,9.868102073161047,2.243800749919743,6.2376311056539215,9.868280349035972,2.2442760409460263,1.0000180660652043,1.0002118240785418,1.0000180658726068,0.35979621156367625,9.868280349035972,2.2442760409460263,9.868280349035972,2.2442760409460263,20232,7520,99.96540134440491,99.90691489361703,1.0000180660652043,1.0002118240785418,1.0000180658726068,0.35979621156367625,1.0000180660652043,1.0002118240785418,1.0000180658726068,0.35979621156367625,False,False
z_80,size_80,auxiliary,0.35,eff_z,250,20,0.7999999999999999,0.8000000000000004,0.7968202530366716,-0.5431588800339152,1.25358508189391,1.441047675886748,4.600513945894489,1.441047675886748,2.4502170675811374,1.2535858046019197,1.4410220601048294,1.000000576512931,0.9999822241953911,0.2724882087838518,0.588120162564785,2.137559105089223,0.7160540729525947,1.2535858046019197,1.4410220601048294,20482,7520,99.75588321452983,99.97340425531915,1.7051567827050156,0.49689825321842396,0.46463484954692647,0.2922410762812479,1.000000576512931,0.9999822241953911,0.2724882087838518,0.588120162564785,False,False
z_80,size_90,auxiliary,0.35,eff_z,250,20,0.7999999999999999,0.9000000000000001,0.8655222606938383,-0.5857763447512758,1.50271331829187,2.684707741746442,5.779388626944257,2.684707741746442,4.881811253431586,1.5027133964664598,2.6847521765745226,1.0000000520222911,1.0000165510857624,0.2600125192240258,0.5499500159264293,2.9639043011363717,0.8655662822405582,1.5027133964664598,2.6847521765745226,20432,7520,99.96574001566171,99.94680851063829,1.9723684252066345,0.32240614826755576,0.512840456396766,0.17730433179531946,1.0000000520222911,1.0000165510857624,0.2600125192240258,0.5499500159264293,False,False
z_90,size_00,auxiliary,0.35,eff_z,250,20,0.9,1.431161999086107e-17,2.3835928402128973e-16,0.9000000000000004,10.426075170042793,2.939418442772472,10.42607517361845,2.939418442772472,6.2376311056539215,10.42627205364841,2.9402403942319806,1.00001888377001,1.0002796306397035,1.00001888342705,0.47137131780154234,10.42627205364841,2.9402403942319806,10.42627205364841,2.9402403942319806,19982,7520,99.97497747973176,99.85372340425532,1.00001888377001,1.0002796306397035,1.00001888342705,0.47137131780154234,1.00001888377001,1.0002796306397035,1.00001888342705,0.47137131780154234,False,False
z_90,size_80,auxiliary,0.35,eff_z,250,20,0.9,0.8000000000000004,0.7968202530366716,-0.5170980066756964,1.2476092718611684,1.441047675886748,2.915913893022495,1.441047675886748,2.4502170675811374,1.247610495368479,1.4410220601048294,1.0000009806814827,0.9999822241953911,0.4278625985334795,0.588120162564785,1.844280821788048,1.0218699374731954,1.247610495368479,1.4410220601048294,20507,7520,99.87321402447945,99.90691489361703,1.4782519362306215,0.7091159817765142,0.6324880944534188,0.41705281992912935,1.0000009806814827,0.9999822241953911,0.4278625985334795,0.588120162564785,False,False
